,content,label,token
2523,在以旅游供给侧结构性改革为主题的研讨会上，三地俱乐部代表介绍了京津冀旅游产品的创新；旅游达人以游客的角度展示了三地的旅游资源，并通过亲身经历分享更多的旅游新玩法、好玩法。同时，在京津冀旅游“新玩法”启动仪式上，吸引了三地户外、骑行、摄影、拓展、亲子等诸多俱乐部会员200余人参加，为京津冀旅游“新玩法”拉开序幕。而怀柔区相关负责人介绍，怀柔区依托丰富的资源优势，鼓励企业培育户外休闲、运动健身、乡村体验、亲子拓展、影视体验等新业态，在提升旅游产品、扩大旅游消费等方面进行了积极探索。同时，京津冀三地旅游部门领导表示，京津冀三地旅游资源丰富，山水相连，市场互补，有着紧密合作、协同发展的内在需求。三地旅游业界应携手主动适应消费升级趋势，共同推进供给侧结构性改革，推动旅游新业态加快发展。（记者田虎）,1,在 以 旅游 供给 侧 结构性 改革 为 主题 的 研讨会 上三地 俱乐部 代表 介绍 了 京津冀 旅游 产品 的 创新 旅游 达人以 游客 的 角度 展示 了 三地 的 旅游 资源 并 通过 亲身经历 分享 更 多 的 旅游 新 玩法 好 玩法 同时 在 京津冀 旅游 新 玩法 启动 仪式 上 吸引 了 三地 户外 骑行 摄影 拓展 亲子 等 诸多 俱乐部 会员 NUM 余人 参加 为 京津冀 旅游 新 玩法 拉开序幕 而 怀柔区 相关 负责人 介绍 怀柔区 依托 丰富 的 资源优势 鼓励 企业 培育 户外 休闲 运动 健身 乡村 体验 亲子 拓展 影视 体验 等 新 业态 在 提升 旅游 产品 扩大 旅游 消费 等 方面 进行 了 积极探索 同时 京津冀 三地 旅游 部门 领导 表示 京津冀 三地 旅游 资源 丰富 山水相连 市场 互补 有着 紧密 合作 协同 发展 的 内在 需求 三地 旅游业界 应 携手 主动 适应 消费 升级 趋势 共同 推进 供给 侧 结构性 改革 推动 旅游 新 业态 加快 发展 记者 田虎
2524,国庆节、中秋节两节到来，北京市公安局提前部署，会同旅游等相关职能部门，强化景区治安秩序维护和人流疏导，严打旅游领域各类违法犯罪行为。昨日北京青年报记者从警方获悉，从9月26日至10月1日，北京警方依法刑事拘留7人，行政拘留31人，为游客创造平安和谐的“两节”旅游环境。,1,国庆节 中秋节 两节 到来 北京市公安局 提前 部署 会同 旅游 等 相关 职能部门 强化 景区 治安 秩序 维护 和 人流 疏导 严打 旅游 领域 各类 违法犯罪 行为 昨日 北京青年报 记者 从 警方 获悉 从 NUM 月 NUM 日至 NUM 月 NUM 日 北京警方 依法 刑事拘留 NUM 人 行政拘留 NUM 人为 游客 创造 平安 和谐 的 两节 旅游 环境
2525,旅游警察牵动多部门联合执法。,1,旅游 警察 牵动 多 部门 联合 执法
2526,“国庆节”、“中秋节”两节期间，北京游客多、景区秩序压力大，为确保秩序井然，保障游客合法权益，警方严防严打旅游领域各类违法犯罪。为此，市公安局环食药旅总队成立旅游秩序安保工作专班，牵动全市各分局旅游执法部门，以“两检查一整治”专项行动为依托，成立联合执法、暗访督导和打击整治等多个小组，深入景区，会同旅游委等相关行政部门开展联合执法。,1,国庆节 中秋节 两节 期间 北京 游客 多 景区 秩序 压力 大为 确保 秩序井然 保障 游客 合法权益 警方 严防 严打 旅游 领域 各类 违法犯罪 为此 市 公安局 环食 药旅 总队 成立 旅游 秩序 安保 工作 专班 牵动 全市 各 分局 旅游 执法 部门 以 两 检查 一 整治 专项 行动 为 依托 成立 联合 执法 暗访 督导 和 打击 整治 等 多个 小组 深入 景区 会同 旅游委 等 相关 行政部门 开展 联合 执法
2527,市公安局会同旅游委、交通、工商、城管等部门，对辖区重点景区黑导游非法揽客、诱导消费等违法行为开展集中清理整治。同时，突出重点，结合各景点旅游秩序实际，加大对天安门、故宫、前门、德胜门、八达岭、十三陵、颐和园、鸟巢、水立方等重点区域和景区及周边的巡逻防控力度，及时发现黑导游非法揽客、强买强卖甚至威胁恐吓等违法犯罪行为。,1,市 公安局 会同 旅游委 交通 工商 城管 等 部门 对 辖区 重点 景区 黑 导游 非法 揽客 诱导 消费 等 违法行为 开展 集中 清理 整治 同时 突出重点 结合 各 景点 旅游 秩序 实际 加大 对 天安门 故宫 前门 德胜门 八达岭 十三陵 颐和园 鸟巢 水立方 等 重点 区域 和 景区 及 周边 的 巡逻 防控 力度 及时发现 黑 导游 非法 揽客 强买强卖 甚至 威胁 恐吓 等 违法犯罪 行为
2528,严打旅游违法一黑导游被拘,1,严打 旅游 违法 一黑 导游 被 拘
2529,为了创造良好的游玩环境，延庆公安分局从9月初便开始部署，严打旅游违法犯罪。,1,为了 创造 良好 的 游玩 环境 延庆 公安分局 从 NUM 月初 便 开始 部署 严打 旅游 违法犯罪
2530,近日，八达岭派出所接到报案，有人在八达岭长城登城检票口与检票人员发生冲突。民警赶到现场后发现，和工作人员发生冲突的是导游侯某某，他正在试图通过带团逃票非法牟利。,0,近日 八达岭 派出所 接到 报案 有人 在 八达岭长城 登城 检票口 与 检票 人员 发生冲突 民警 赶到 现场 后 发现 和 工作人员 发生冲突 的 是 导游 侯 某某 他 正在 试图 通过 带团 逃票 非法 牟利
2531,八达岭长城景区门票定价40元，儿童和60周岁以上老人半价，侯某某通过向景区虚报游客年龄购入半价票后，在旅游团游客成人票中混入半价票赚取差价，非法牟利，而这样的把戏被检票人员识破，侯某某便与景区检票人员发生冲突。依据《中华人民共和国治安管理处罚法》的相关规定，侯某某依法被处以行政拘留。,1,八达岭长城 景区 门票 定价 NUM 元 儿童 和 NUM 周岁 以上 老人 半价 侯 某某 通过 向 景区 虚报 游客 年龄 购入 半价票 后 在 旅游团 游客 成人 票中 混入 半价票 赚取 差价 非法 牟利 而 这样 的 把戏 被 检票 人员 识破 侯 某某 便 与 景区 检票 人员 发生冲突 依据 中华人民共和国 治安管理 处罚法 的 相关 规定 侯 某某 依法 被 处以 行政拘留
2532,而在近日对八达岭长城天地附近停车场的检查过程中，民警还发现了延庆区井庄镇人陈某某在周边带车绕道，赚取“带路费”。依据《中华人民共和国治安管理处罚法》的相关规定，投机取巧的陈某某也被给予行政拘留处罚。警方提示，有人拦车称可以带道直接到登城口的千万不要相信，自驾游的游客应按照工作人员提示，到停车场有序停放车辆。,1,而 在 近日 对 八达岭长城 天地 附近 停车场 的 检查 过程 中 民警 还 发现 了 延庆 区井庄 镇 人 陈 某某 在 周边 带车 绕道 赚取 带 路费 依据 中华人民共和国 治安管理 处罚法 的 相关 规定 投机取巧 的 陈 某某 也 被 给予 行政拘留 处罚 警方 提示 有人 拦车 称 可以 带 道 直接 到 登城口 的 千万 不要 相信 自驾游 的 游客 应 按照 工作人员 提示 到 停车场 有序 停放 车辆
2533,据了解，结合八达岭景区实际，延庆公安分局会同旅游等部门针对带车绕道、带客逃票、黑车营运等整治重点，对八达岭景区内的宾馆饭店、摊点摊位和周边地区餐馆旅店、民俗户进行了全面检查，从9月初开展重点整治以来，发现并整治各类旅游秩序问题200余件次。,1,据 了解 结合 八达岭 景区 实际 延庆 公安分局 会同 旅游 等 部门 针对 带车 绕道 带客 逃票 黑车 营运 等 整治 重点 对 八达岭 景区 内 的 宾馆饭店 摊点 摊位 和 周边地区 餐馆 旅店 民俗 户 进行 了 全面 检查 从 NUM 月初 开展 重点 整治 以来 发现 并 整治 各类 旅游 秩序 问题 NUM 余件 次
2534,八达岭长城十一迎客2.6万。,1,八达岭长城 十一 迎客 NUM 万
2535,据北京市公安局延庆分局八达岭派出所介绍，今年10月1日，八达岭长城接待游客量约2.6万，大约是平时工作日游客量的1.5倍。为维护国庆期间的景区秩序和保证游客安全，延庆公安分局治安、八达岭派出所等部门部署100多名民警，在长城上各个人流容易出现聚集的地方执勤，加强客流疏导，现场提示群众注意安全、维护秩序，同时为游客提供问询、求助、纠纷调解等服务保障。,1,据 北京市公安局 延庆 分局 八达岭 派出所 介绍 今年 NUM 月 NUM 日 八达岭长城 接待 游客量 约 NUM 万 大约 是 平时 工作日 游客量 的 NUM 倍 为 维护 国庆 期间 的 景区 秩序 和 保证 游客 安全 延庆 公安分局 治安 八达岭 派出所 等 部门 部署 NUM 多名 民警 在 长城 上 各个 人流 容易 出现 聚集 的 地方 执勤 加强 客流 疏导 现场 提示 群众 注意安全 维护 秩序 同时 为 游客 提供 问询 求助 纠纷 调解 等 服务 保障
2536,据八达岭派出所郑建民介绍，爬长城的游客问询南北方向的长城有什么区别、问路以及遗失类问询求助较多，平均一两分钟便接到一次问询，民警每天执勤10小时左右，一天接受问询达数百次。,1,据 八达岭 派出所 郑建民 介绍 爬 长城 的 游客 问询 南北 方向 的 长城 有 什么 区别 问路 以及 遗失 类 问询 求助 较 多 平均 一两分钟 便 接到 一次 问询 民警 每天 执勤 NUM 小时 左右 一天 接受 问询 达 数百次
2537,据八达岭派出所副所长吴婧轩介绍，国庆假期游客多，确保安全是重中之重，每天晚上9点多，他们都会同景区工作人员通过视频监控和实地巡城的方式将整个景区清查完毕，确保游客全部离开后才结束一天工作。“直到最后一名游客离开景区，我们才会离开”。然而，民警的工作到此并没有结束，送走全部游客后，他们还要到景区车场、车站维护秩序，基本都要忙到大半夜。,1,据 八达岭 派出所 副所长 吴婧轩 介绍 国庆 假期 游客 多 确保安全 是 重中之重 每天晚上 NUM 点多 他们 都 会同 景区 工作人员 通过 视频 监控 和 实地 巡城 的 方式 将 整个 景区 清查 完毕 确保 游客 全部 离开 后 才 结束 一天 工作 直到 最后 一名 游客 离开 景区 我们 才 会 离开 然而 民警 的 工作 到 此 并 没有 结束 送走 全部 游客 后 他们 还要 到 景区 车场 车站 维护 秩序 基本 都 要 忙 到 大半夜
2538,青海新闻网讯听着新年音乐会，一同迎接2017年；去塔尔寺看一场酥油花展，感受湟中独特的文化魅力……12月28日，湟中县举办2017年元旦、春节和元宵节群众文化体育活动启动仪式，标志着湟中县2017年“三节”系列文化体育活动正式启动。,1,青海 新闻网 讯 听 着 新年 音乐会 一同 迎接 NUM 年 去 塔尔寺 看 一场 酥油花 展 感受 湟中 独特 的 文化 魅力 NUM 月 NUM 日 湟中县 举办 NUM 年 元旦 春节 和 元宵节 群众 文化 体育 活动 启动 仪式 标志 着 湟中县 NUM 年 三节 系列 文化 体育 活动 正式 启动
2539,据介绍，湟中县在2017年的元旦至元宵节期间，以“八韵争艳，幸福湟中”为主题，推出特色迥异、活力喜庆的21道文体旅游大餐以飨四方宾客。活动分为“文彩飞扬”“活力湟中”“喧天社火”三大板块21项活动。既有展示湟中独特文化魅力的塔尔寺酥油花展、湟中农民画展、慕容古寨酩馏文化旅游节等活动，也有全民系列的环莲花湖越野赛、农民篮球联赛、邦巴赛马会、“却西德哇”传统古老游戏表演体验等传统体育运动。同时，还为市民准备了丰富的民俗文化“大餐”，届时将有传统社火展演、皮影展演等民俗表演。12月31日，湟中县还将举办新年音乐会，邀请青海师范大学管弦乐团带来音乐盛宴，这也是湟中县首次举办新年音乐会。特色鲜明、内容丰富、形式多样的文体旅游活动必将驱走冬日的寒冷，喜庆热烈、文明祥和、安全有序的节日氛围也将让百姓玩在湟中，乐在湟中，爱上湟中。,1,据介绍 湟中县 在 NUM 年 的 元旦 至 元宵节 期间 以八韵 争艳 幸福 湟中 为 主题 推出 特色 迥异 活力 喜庆 的 NUM 道 文体 旅游 大餐 以 飨 四方 宾客 活动 分为 文彩 飞扬 活力 湟中 喧天 社火 三大 板块 NUM 项 活动 既有 展示 湟中 独特 文化 魅力 的 塔尔寺 酥油花 展 湟中 农民 画展 慕容 古寨 酩馏 文化 旅游节 等 活动 也 有 全民 系列 的 环 莲花 湖 越野赛 农民 篮球联赛 邦 巴 赛马会 却 西德 哇 传统 古老 游戏 表演 体验 等 传统 体育运动 同时 还 为 市民 准备 了 丰富 的 民俗文化 大餐 届时 将 有 传统 社火 展演 皮影 展演 等 民俗 表演 NUM 月 NUM 日 湟中县 还 将 举办 新年 音乐会 邀请 青海 师范大学 管弦乐团 带来 音乐 盛宴 这 也 是 湟中县 首次 举办 新年 音乐会 特色 鲜明 内容丰富 形式多样 的 文体 旅游 活动 必将 驱走 冬日 的 寒冷 喜庆 热烈 文明 祥和 安全 有序 的 节日 氛围 也 将 让 百姓 玩 在 湟中 乐在 湟中 爱上 湟中
2540,据了解，为进一步丰富和活跃全县各族群众节日文化生活，引导广大群众养成健康、文明的生活方式，推介湟中县文化旅游体育资源，培育冬季旅游市场，湟中县坚持“小型分散、节俭办会、文化惠民”原则，积极开展小型分散、亮点突出、惠及民生的文体活动。扶持和鼓励社会力量组织策划群众乐于参与、便于参加的文体旅游活动。创新文化体育活动模式，引导文化企业、业余剧团、社区文艺团体、体育社团和旅游景点参与文化产品和体育赛事供给，多角度、多层次丰富广大群众节日文体生活。,1,据 了解 为 进一步 丰富 和 活跃 全县 各族群众 节日 文化 生活 引导 广大群众 养成 健康 文明 的 生活 方式 推介 湟中县 文化 旅游 体育 资源 培育 冬季 旅游 市场 湟中县 坚持 小型 分散 节俭办 会 文化 惠民 原则 积极开展 小型 分散 亮点 突出 惠及 民生 的 文体活动 扶持 和 鼓励 社会 力量 组织 策划 群众 乐于 参与 便于 参加 的 文体 旅游 活动 创新 文化 体育 活动 模式 引导 文化 企业 业余 剧团 社区 文艺团体 体育 社团 和 旅游景点 参与 文化 产品 和 体育赛事 供给 多角度 多层次 丰富 广大群众 节日 文体 生活
2541,利用盐湖资源成功转型的茶卡盐湖景区日前已在省内外名声斐然，今年接待游客突破300万人次，成为青海省又一大旅游标杆景点；在海西蒙古族藏族自治州境内大柴旦水上雅丹、茶卡天空壹号、翡翠湖等新景区方兴未艾，以点带面，辐射全州的全域旅游发展正顺势而起，成为经济发展新增长点。前三季度，海西州接待游客1560万人次，旅游收入达92.4亿元，同比分别增长18%和13%。,1,利用 盐湖 资源 成功 转型 的 茶卡盐湖 景区 日前 已 在 省内外 名声 斐然 今年 接待 游客 突破 NUM 万人次 成为 青海省 又 一大 旅游 标杆 景点 在 海西蒙古族藏族自治州 境内 大 柴旦 水上 雅丹 茶卡 天空 壹号 翡翠 湖等 新 景区 方兴未艾 以点带面 辐射 全州 的 全域 旅游 发展 正 顺势 而 起 成为 经济 发展 新 增长点 前 三季度 海西州 接待 游客 NUM 万人次 旅游 收入 达 NUM 亿元 同比 分别 增长 NUM 和 NUM
2542,在助推旅游业发展进程中，海西州以项目投资和建设为撬点，年内实施各类旅游项目33个，累计完成旅游投资36.5亿元，一批景区景点和基础设施得到加强。结合“旅游+”模式，实现了境内旅游产业链发展和旅游业发展结构的不断完善优化，互联网、物联网等新兴技术的引入扩大了旅游品牌宣传和推广，带动了柴达木枸杞、茶卡羊、藜麦等一批本土特色产业发展；“旅游+扶贫”产业的逐步推进，辐射带动周边诸多贫困户增收致富，柯鲁柯红色小镇、茶卡精品小镇等乡村旅游正在兴起。,1,在 助推 旅游业 发展 进程 中 海西州 以 项目 投资 和 建设 为 撬点 年内 实施 各类 旅游 项目 NUM 个 累计 完成 旅游 投资 NUM 亿元 一批 景区 景点 和 基础设施 得到 加强 结合 旅游 模式 实现 了 境内 旅游 产业链 发展 和 旅游业 发展 结构 的 不断完善 优化 互联网 物 联网 等 新兴 技术 的 引入 扩大 了 旅游 品牌 宣传 和 推广 带动 了 柴达木 枸杞茶 卡羊藜 麦 等 一批 本土 特色产业 发展 旅游 扶贫 产业 的 逐步推进 辐射 带动 周边 诸多 贫困户 增收 致富 柯鲁柯 红色 小镇 茶卡 精品 小镇 等 乡村 旅游 正在 兴起
2543,随着海西州深入贯彻“一优两高”战略部署，不断推动全域旅游发展，强化旅游项目建设、提升服务环境的大格局下，旅游业正向高质量发展迈进。据统计，前三季度海西旅游业呈“井喷式”增长，尤其在“五一”“国庆”长假期间游客接待量分别达15.14万人次和49.58万人次，旅游收入增长达97%和22.44%。同时，一日游、过夜游、入境游游客也明显增多，星级宾馆入住率达53%，自驾游依然占主导，青甘线路成游客首选。,1,随着 海西州 深入 贯彻 一优 两高 战略部署 不断 推动 全域 旅游 发展 强化 旅游 项目 建设 提升 服务 环境 的 大 格局 下 旅游业 正向 高质量 发展 迈进 据统计 前 三季度 海西 旅游业 呈 井喷式 增长 尤其 在 五一 国庆 长假 期间 游客 接待量 分别 达 NUM 万人次 和 NUM 万人次 旅游 收入 增长 达 NUM 和 NUM 同时 一日游 过 夜游 入境游 游客 也 明显 增多 星级宾馆 入住率 达 NUM 自驾游 依然 占 主导 青甘 线路 成 游客 首选
2544,1月5日，首届中国中老年旅游春晚（下称“旅游春晚”）全国总决赛将在苏州国际影视城上演巅峰对决。经过近两个月的比拼，共有来自全国30支参赛队伍（个人）进入到总决赛环节，他们将争夺8个通往旅游春晚舞台的席位。,1,NUM 月 NUM 日 首届 中国 中老年 旅游 春晚 下称 旅游 春晚 全国 总决赛 将 在 苏州 国际 影视城 上演 巅峰 对决 经过 近 两个 月 的 比拼 共有 来自 全国 NUM 支 参赛 队伍 个人 进入 到 总决赛 环节 他们 将 争夺 NUM 个 通往 旅游 春晚 舞台 的 席位
2545,据了解，进入前八强的优胜队伍，将前往北京参加旅游卫视对旅游春晚节目的录制，每人还将获得由同程旅游提供的“巅峰明星奖”及20000元旅游基金。旅游春晚已确定将在2月1日（大年初五）播出，届时可通过旅游卫视等一睹中老年人的风姿。,1,据 了解 进入 前 八强 的 优胜 队伍 将 前往 北京 参加 旅游 卫视 对 旅游 春晚 节目 的 录制 每人 还 将 获得 由 同程 旅游 提供 的 巅峰 明星 奖及 NUM 元 旅游 基金 旅游 春晚 已 确定 将 在 NUM 月 NUM 日大 年初 五 播出 届时 可 通过 旅游 卫视 等 一睹 中老年人 的 风姿
2546,此次旅游春晚由同程旅游和旅游卫视共同打造。自10月13日正式启动以来，随着海选、复赛的持续开展，“我要上旅游春晚”迅速火遍大江南北，成为广受社会关注的话题之一，而广大中老年人群更是积极参与其中，截至到目前，全国8大赛区开展了超过千场比赛，参与总人数超过了10万人。,1,此次 旅游 春晚 由 同程 旅游 和 旅游 卫视 共同 打造 自 NUM 月 NUM 日 正式 启动 以来 随着 海选 复赛 的 持续 开展 我要 上 旅游 春晚 迅速 火遍 大江南北 成为 广受 社会 关注 的 话题 之一 而 广大 中老年人 群 更是 积极参与 其中 截至 到 目前 全国 NUM 大 赛区 开展 了 超过 千场 比赛 参与 总 人数 超过 了 NUM 万人
2547,各地旅游春晚海选现场,1,各地 旅游 春晚 海选 现场
2548,“旅游春晚已经成为一个属于中老年人自己的大型赛事IP。”同程旅游相关负责人介绍，“站在总决赛现场的选手，均是一路从地区海选、区域复赛、区域决赛的晋级而来。这其中，不少人都是多年厚积薄发，终于等到了旅游春晚这样一个合适的舞台，才有机会一展才艺。”,1,旅游 春晚 已经 成为 一个 属于 中老年人 自己 的 大型 赛事 ENG 同程 旅游 相关 负责人 介绍 站 在 总决赛 现场 的 选手 均 是 一路 从 地区 海选 区域 复赛 区域 决赛 的 晋级 而来 这 其中 不少 人 都 是 多年 厚积薄发 终于 等到 了 旅游 春晚 这样 一个 合适 的 舞台 才 有 机会 一 展 才艺
2549,在此前的节目选拔过程中，互联网直通车、海上戏迷争霸赛、线上复活赛等多重赛制的设定，让更多优秀节目有了充分展示的舞台，舞蹈、小品、戏曲、武术、旗袍秀、让观众过足了“眼瘾”，也为总决赛的比拼增添了巨大的悬念和神秘色彩。,1,在 此前 的 节目 选拔 过程 中 互联网 直通车 海上 戏迷 争霸赛 线上 复活 赛 等 多重 赛制 的 设定 让 更 多 优秀 节目 有 了 充分 展示 的 舞台 舞蹈 小品 戏曲 武术 旗袍 秀 让 观众 过足 了 眼瘾 也 为 总决赛 的 比拼 增添 了 巨大 的 悬念 和 神秘色彩
2550,“妈妈年轻时是单位的文艺能手，后来忙于工作和家庭就无暇顾及了，退休之后只知道她经常和一群老阿姨跳跳舞唱唱歌，这是第一次在舞台上看到她，的确被惊艳到了”。陪同妈妈参赛的王女士表示，一路走到现在，比赛名次已经不是最重要的了，更重要的妈妈们老有所乐，重新找回了青春的感觉。,1,妈妈 年轻 时 是 单位 的 文艺 能手 后来 忙于 工作 和 家庭 就 无暇顾及 了 退休 之后 只 知道 她 经常 和 一群 老 阿姨 跳跳舞 唱 唱歌 这是 第一次 在 舞台 上 看到 她 的确 被 惊艳 到 了 陪同 妈妈 参赛 的 王女士 表示 一路 走 到 现在 比赛 名次 已经 不是 最 重要 的 了 更 重要 的 妈妈 们 老有所乐 重新 找回 了 青春 的 感觉
2551,此次总决赛，将由业内重量级专业评委担纲现场评委和点评嘉宾。此外，首届旅游春晚总决赛暨我最喜爱的旅游春晚明星评选目前也已经启动，外界在关注赛事进展的同时，可以通过参与投票，为旅游春晚的明星们加油助威。,1,此次 总决赛 将 由 业内 重量级 专业 评委 担纲 现场 评委 和 点评 嘉宾 此外 首届 旅游 春晚 总决赛 暨 我 最 喜爱 的 旅游 春晚 明星 评选 目前 也 已经 启动 外界 在 关注 赛事 进展 的 同时 可以 通过 参与 投票 为 旅游 春晚 的 明星 们 加油 助威
2552,为了更好服务中老年细分人群，丰富他们在旅游、休闲、社交等方面的选择，百旅会已经在今年深化出了中老年人自己的旅游春晚赛事IP、中国首部中老年旅途与人生故事丛书《岁月与旅行》，中国旅游行业首部用户IP大电影（预计2018年与观众见面）。,1,为了 更好 服务 中老年 细分 人群 丰富 他们 在 旅游 休闲 社交 等 方面 的 选择 百旅会 已经 在 今年 深化 出 了 中老年人 自己 的 旅游 春晚 赛事 ENG 中国 首部 中老年 旅途 与 人生 故事 丛书 岁月 与 旅行 中国 旅游 行业 首部 用户 ENG 大 电影 预计 NUM 年 与 观众 见面
2553,2017年，这三项围绕中老年人群的热门IP将继续被深挖，其中，旅游春晚将与同程旅游明年目的地营销的重大战略“红遍神州”项目深度融合，在现有的区域海选的基础上，举办26场复赛，由旅游卫视全程直播，一场中老年人版的“星光大道”将在明年开启。,1,NUM 年 这三项 围绕 中老年人 群 的 热门 ENG 将 继续 被 深挖 其中 旅游 春晚 将 与 同程 旅游 明年 目的地 营销 的 重大 战略 红遍 神州 项目 深度 融合 在 现有 的 区域 海选 的 基础 上 举办 NUM 场 复赛 由 旅游 卫视 全程 直播 一场 中老年人 版 的 星光 大道 将 在 明年 开启
2554,本报讯（王丽）1月25日，遵义市红色旅游暨赤水河谷国家级旅游度假区推介会在人民日报社举行。据该市旅游发展委员会主任令狐绍辉介绍，2017年遵义市红色旅游已经带动3.5万贫困人口脱贫，红色旅游在助推脱贫攻坚、全面建设小康社会中的作用越来越大。,1,本报讯 王丽 NUM 月 NUM 日 遵义市 红色旅游 暨 赤水河 谷 国家级 旅游 度假区 推介会 在 人民日报社 举行 据 该市 旅游 发展 委员会 主任 令狐 绍辉 介绍 NUM 年 遵义市 红色旅游 已经 带动 NUM 万 贫困人口 脱贫 红色旅游 在 助推 脱贫 攻坚 全面 建设 小康社会 中 的 作用 越来越 大
2555,据介绍，遵义红色旅游资源数量多、品质高、分布广。目前，遵义共有红色旅游资源单体299个，红色旅游景区16个，占贵州省红色旅游景区的三分之一。主要有红色会议会址、战役遗址、烈士墓群、名人旧址四种资源类型。,1,据介绍 遵义 红色旅游 资源 数量 多 品质 高 分布 广 目前 遵义 共有 红色旅游 资源 单体 NUM 个 红色旅游 景区 NUM 个 占 贵州省 红色旅游 景区 的 三分之一 主要 有 红色 会议 会址 战役 遗址 烈士墓 群 名人 旧址 四种 资源类型
2556,据统计，2017年遵义市共接待红色旅游游客3728.25万人次，实现旅游综合收入276.27亿元，同比增长37.24%，红色旅游市场得到进一步拓展，旅游“井喷式”增长成为现实。,1,据统计 NUM 年 遵义市 共 接待 红色旅游 游客 NUM 万人次 实现 旅游 综合 收入 NUM 亿元 同比 增长 NUM 红色旅游 市场 得到 进一步 拓展 旅游 井喷式 增长 成为 现实
2557,来源：中国青年报（2018年01月26日03版）,1,来源 中国青年报 NUM 年 NUM 月 NUM 日 NUM 版
2558,中新网11月29日电据香港大公网报道，香港特区立法会29日三读通过《旅游业条例草案》。草案获得通过后，香港特区政府将筹备成立“旅游业监管局”(旅监局)，对香港旅游业进行整体规管。特区政府还将草拟相关的附属法例，提交立法会审议。,1,中新网 NUM 月 NUM 日电 据 香港 大公网 报道 香港特区 立法会 NUM 日 三读通过 旅游业 条例 草案 草案 获得 通过 后 香港特区政府 将 筹备 成立 旅游业 监管局 旅监局 对 香港 旅游业 进行 整体 规管 特区政府 还 将 草拟 相关 的 附属 法例 提交 立法会 审议
2559,据报道，成立“旅监局”可以完善发牌制度，包括引入以银行担保形式缴存保证金、为导游及领队设立法定发牌制度等措施。,1,据 报道 成立 旅监局 可以 完善 发牌 制度 包括 引入 以 银行担保 形式 缴存 保证金 为 导游 及 领队 设立 法定 发牌 制度 等 措施
2560,此外，“旅监局”亦有权惩处不良行为，例如强迫购物等。,1,此外 旅监局 亦 有权 惩处 不良行为 例如 强迫 购物 等
2561,为确保过渡期顺利，新制度全面生效后，所有现行旅行代理商的牌照，以及由香港旅游业议会发出的导游证和领队证，均会继续有效，直至有关牌照和证件届满，或新规管制度生效日期后3个月，以日期较后者为准。,1,为 确保 过渡期 顺利 新 制度 全面 生效 后 所有 现行 旅行 代理商 的 牌照 以及 由 香港 旅游业 议会 发出 的 导游证 和 领队证 均会 继续 有效 直至 有关 牌照 和 证件 届满 或 新 规管 制度 生效 日期 后 NUM 个 月 以 日期 较 后者 为准
2562,在习近平总书记赴湘西考察首次提出精准扶贫思想三周年之际，11月25日下午，第八届中国大学生DV文化艺术节之“湖南新主播”大学生精准扶贫创新实践活动长沙赛区决赛暨全省十强诞生赛在长沙市德思勤亚洲电视中心举行。湖南省旅游局党组书记、局长陈献春带队到现场看望慰问，并与大学生参赛选手座谈，勉励当代大学生踊跃投身乡村旅游创客活动，在助推乡村旅游扶贫中展现新作为。湖南省对外经济文化促进会副会长唐学伟，湖南省旅游局、湖南省旅游协会、德思勤和五矿地产等企业集团的有关负责人出席座谈或观赛。,1,在 习近平 总书记 赴 湘西 考察 首次 提出 精准 扶贫 思想 三周年 之际 NUM 月 NUM 日 下午 第八届 中国 大学生 ENG 文化 艺术节 之 湖南 新主播 大学生 精准 扶贫 创新 实践 活动 长沙 赛区 决赛 暨 全省 十强 诞生 赛 在 长沙市 德思勤 亚洲电视 中心 举行 湖南省 旅游局 党组书记 局长 陈献春 带队 到 现场 看望 慰问 并 与 大学生 参赛选手 座谈 勉励 当代 大学生 踊跃 投身 乡村 旅游 创客 活动 在 助推 乡村 旅游 扶贫 中 展现 新 作为 湖南省 对外 经济 文化 促进会 副会长 唐学伟 湖南省 旅游局 湖南省 旅游 协会 德思勤 和 五矿 地产 等 企业 集团 的 有关 负责人 出席 座谈 或 观赛
